group, workerId, subj_id, block, trial, stage, start, goal_original, goal, state_path, length, action_path, feature_path, reward_path, RTs, keys, valid_keys, RT_tot, reward, feature_shuffle, timestamp, datetime, check_fails
A,A3LRZX8477TYYZ,1224107457455,0,0,train,1,[1 0],[0 1],1 2 5 2 4 10,6,1 3 1 2 2,[0 4];[0 0];[0 0];[0 0];[1 2],4 0 0 0 2,3932 12447 3356 2024 4367,50 49 50 51 49,0 1 2 3 4,26126,6,[1 0],1617577104.13,Sun Apr 04 2021 15:58:24 GMT-0700 (Pacific Daylight Time),0
A,A3LRZX8477TYYZ,1224107457455,0,1,train,1,[1 0],[0 1],1 2 3 2 4 2 5 10,8,2 1 1 2 1 3 2,[2 0];[0 0];[0 0];[0 0];[0 0];[0 0];[8 0],0 0 0 0 0 0 0,5242 7655 4569 2024 2116 2205 2744,49 50 50 51 51 49 49,0 1 2 3 4 5 6,26555,0,[1 0],1617577139.053,Sun Apr 04 2021 15:58:59 GMT-0700 (Pacific Daylight Time),0
