group, subj_id, stage, start, goal, path, length, RTs, keys, valid_keys, RT_tot, reward, timestamp, datetime, check_fails
A,1382912768608,train,1,[0 1 0],1 3 10,3,2779 1592 15403,50 50 32,0 1,19774,9,1564685310.792,Thu Aug 01 2019 11:48:30 GMT-0700 (Pacific Daylight Time),1
A,1382912768608,train,1,[1 0 0],1 2 5,3,1780 1391 1025 196 5386,51 51 51 51 32,0 1,9778,0,1564685323.072,Thu Aug 01 2019 11:48:43 GMT-0700 (Pacific Daylight Time),1
A,1382912768608,train,1,[1 0 0],1 4 13,3,544 1070 1246 3813,49 49 49 32,0 1,6673,0,1564685332.512,Thu Aug 01 2019 11:48:52 GMT-0700 (Pacific Daylight Time),1
A,1382912768608,train,1,[1 0 0],1 3 10,3,643 3705 2837,50 50 32,0 1,7185,-10,1564685342.815,Thu Aug 01 2019 11:49:02 GMT-0700 (Pacific Daylight Time),1
A,1382912768608,train,1,[1 0 0],1 4 13,3,594 1455 1135 1014 231 943,49 32 49 49 49 32,0 2,5372,0,1564685348.836,Thu Aug 01 2019 11:49:08 GMT-0700 (Pacific Daylight Time),1
A,1382912768608,train,1,[0 1 0],1 2 5,3,408 2292 1708,51 51 32,0 1,4408,0,1564685355.581,Thu Aug 01 2019 11:49:15 GMT-0700 (Pacific Daylight Time),1
A,1382912768608,train,1,[1 0 0],1 3 10,3,572 2754 1895,50 50 32,0 1,5221,-10,1564685362.642,Thu Aug 01 2019 11:49:22 GMT-0700 (Pacific Daylight Time),1
A,1382912768608,train,1,[1 0 0],1 3 10,3,605 2007 2846,50 50 32,0 1,5458,-10,1564685370.916,Thu Aug 01 2019 11:49:30 GMT-0700 (Pacific Daylight Time),1
A,1382912768608,train,1,[0 1 0],1 4 13,3,527 1386 1935,49 49 32,0 1,3848,0,1564685376.449,Thu Aug 01 2019 11:49:36 GMT-0700 (Pacific Daylight Time),1
A,1382912768608,train,1,[1 0 0],1 3 10,3,565 1845 2018,50 50 32,0 1,4428,-10,1564685382.321,Thu Aug 01 2019 11:49:42 GMT-0700 (Pacific Daylight Time),1
A,1382912768608,train,1,[0 1 0],1 2 5,3,579 1917 1881,51 51 32,0 1,4377,0,1564685388.789,Thu Aug 01 2019 11:49:48 GMT-0700 (Pacific Daylight Time),1
A,1382912768608,train,1,[0 1 0],1 3 10,3,739 1786 1417,50 50 32,0 1,3942,9,1564685394.441,Thu Aug 01 2019 11:49:54 GMT-0700 (Pacific Daylight Time),1
A,1382912768608,train,1,[0 1 0],1 4 11,3,512 1559 1585,49 50 32,0 1,3656,0,1564685399.718,Thu Aug 01 2019 11:49:59 GMT-0700 (Pacific Daylight Time),1
A,1382912768608,train,1,[1 0 0],1 3 10,3,431 358 1626 502 1748,32 50 32 50 32,1 3,4665,-10,1564685406.691,Thu Aug 01 2019 11:50:06 GMT-0700 (Pacific Daylight Time),1
A,1382912768608,train,1,[0 1 0],1 4 13,3,511 1499 1705,49 49 32,0 1,3715,0,1564685412.621,Thu Aug 01 2019 11:50:12 GMT-0700 (Pacific Daylight Time),1
A,1382912768608,train,1,[0 1 0],1 2 7,3,493 1500 1749,51 50 32,0 1,3742,-1,1564685418.24,Thu Aug 01 2019 11:50:18 GMT-0700 (Pacific Daylight Time),1
A,1382912768608,train,1,[1 0 0],1 3 10,3,656 1587 1732,50 50 32,0 1,3975,-10,1564685424.28,Thu Aug 01 2019 11:50:24 GMT-0700 (Pacific Daylight Time),1
A,1382912768608,train,1,[1 0 0],1 4 11,3,410 1478 1644,49 50 32,0 1,3532,0,1564685429.723,Thu Aug 01 2019 11:50:29 GMT-0700 (Pacific Daylight Time),1
A,1382912768608,train,1,[1 0 0],1 4 13,3,596 1493 754 1697,49 32 49 32,0 2,4540,0,1564685435.724,Thu Aug 01 2019 11:50:35 GMT-0700 (Pacific Daylight Time),1
A,1382912768608,train,1,[0 1 0],1 3 8,3,825 1465 1695,50 51 32,0 1,3985,-10,1564685441.699,Thu Aug 01 2019 11:50:41 GMT-0700 (Pacific Daylight Time),1
A,1382912768608,train,1,[1 0 0],1 3 10,3,783 1514 1621,50 50 32,0 1,3918,-10,1564685448.101,Thu Aug 01 2019 11:50:48 GMT-0700 (Pacific Daylight Time),1
A,1382912768608,train,1,[0 1 0],1 4 13,3,607 1725 1495,49 49 32,0 1,3827,0,1564685454.151,Thu Aug 01 2019 11:50:54 GMT-0700 (Pacific Daylight Time),1
A,1382912768608,train,1,[0 1 0],1 4 13,3,989 1525 1655,49 49 32,0 1,4169,0,1564685459.371,Thu Aug 01 2019 11:50:59 GMT-0700 (Pacific Daylight Time),1
A,1382912768608,train,1,[1 0 0],1 3 10,3,571 598 1673 1752,32 50 50 32,1 2,4594,-10,1564685466.173,Thu Aug 01 2019 11:51:06 GMT-0700 (Pacific Daylight Time),1
A,1382912768608,train,1,[1 0 0],1 3 10,3,723 1614 1548,50 50 32,0 1,3885,-10,1564685472.192,Thu Aug 01 2019 11:51:12 GMT-0700 (Pacific Daylight Time),1
A,1382912768608,train,1,[0 1 0],1 4 13,3,628 1810 3462,49 49 32,0 1,5900,0,1564685481.024,Thu Aug 01 2019 11:51:21 GMT-0700 (Pacific Daylight Time),1
A,1382912768608,train,1,[0 1 0],1 3 8,3,704 2677 1637,50 51 32,0 1,5018,-10,1564685487.35,Thu Aug 01 2019 11:51:27 GMT-0700 (Pacific Daylight Time),1
A,1382912768608,train,1,[1 0 0],1 3 10,3,595 1637 1106 1385,50 50 50 32,0 1,4723,-10,1564685493.918,Thu Aug 01 2019 11:51:33 GMT-0700 (Pacific Daylight Time),1
A,1382912768608,train,1,[0 1 0],1 3 10,3,541 1612 1706,50 50 32,0 1,3859,9,1564685498.323,Thu Aug 01 2019 11:51:38 GMT-0700 (Pacific Daylight Time),1
A,1382912768608,train,1,[1 0 0],1 3 10,3,419 1402 1568,50 50 32,0 1,3389,-10,1564685503.875,Thu Aug 01 2019 11:51:43 GMT-0700 (Pacific Daylight Time),1
A,1382912768608,train,1,[1 0 0],1 4 13,3,662 1490 1517,49 49 32,0 1,3669,0,1564685509.269,Thu Aug 01 2019 11:51:49 GMT-0700 (Pacific Daylight Time),1
A,1382912768608,train,1,[0 1 0],1 3 10,3,587 1508 1564,50 50 32,0 1,3659,9,1564685514.271,Thu Aug 01 2019 11:51:54 GMT-0700 (Pacific Daylight Time),1
A,1382912768608,train,1,[0 1 0],1 4 13,3,845 406 1483 1536,32 49 49 32,1 2,4270,0,1564685519.977,Thu Aug 01 2019 11:51:59 GMT-0700 (Pacific Daylight Time),1
A,1382912768608,train,1,[1 0 0],1 2 5,3,431 1418 500 1785,51 32 51 32,0 2,4134,0,1564685525.874,Thu Aug 01 2019 11:52:05 GMT-0700 (Pacific Daylight Time),1
A,1382912768608,train,1,[0 1 0],1 4 11,3,403 1558 1485,49 50 32,0 1,3446,0,1564685531.61,Thu Aug 01 2019 11:52:11 GMT-0700 (Pacific Daylight Time),1
A,1382912768608,train,1,[1 0 0],1 3 9,3,1051 282 1072 1494,32 50 49 32,1 2,3899,8,1564685536.937,Thu Aug 01 2019 11:52:16 GMT-0700 (Pacific Daylight Time),1
A,1382912768608,train,1,[1 0 0],1 3 9,3,340 1069 1419,50 49 32,0 1,2828,8,1564685541.256,Thu Aug 01 2019 11:52:21 GMT-0700 (Pacific Daylight Time),1
