group, subj_id, stage, start, goal, path, length, RTs, keys, valid_keys, RT_tot, reward, timestamp, datetime, check_fails
A,1237955093683,train,1,[0 0 1],1 2 5,3,2222 5601 6759,98 98 32,0 1,14582,0,1564767099.782,Fri Aug 02 2019 12:31:39 GMT-0500 (Central Daylight Time),0
A,1237955093683,train,1,[1 0 0],1 4 13,3,457 3101 3433,97 97 32,0 1,6991,0,1564767109.636,Fri Aug 02 2019 12:31:49 GMT-0500 (Central Daylight Time),0
A,1237955093683,train,1,[1 0 0],1 3 8,3,2298 2471 4270,99 99 32,0 1,9039,-10,1564767120.256,Fri Aug 02 2019 12:32:00 GMT-0500 (Central Daylight Time),0
A,1237955093683,train,1,[0 0 1],1 3 8,3,919 1631 3032,99 99 32,0 1,5582,9,1564767128.474,Fri Aug 02 2019 12:32:08 GMT-0500 (Central Daylight Time),0
A,1237955093683,train,1,[1 0 0],1 2 5,3,840 1168 408 1672,98 32 98 32,0 2,4088,0,1564767133.778,Fri Aug 02 2019 12:32:13 GMT-0500 (Central Daylight Time),0
A,1237955093683,train,1,[0 0 1],1 3 8,3,527 1496 10049,99 99 32,0 1,12072,9,1564767147.41,Fri Aug 02 2019 12:32:27 GMT-0500 (Central Daylight Time),0
A,1237955093683,train,1,[1 0 0],1 4 13,3,504 1846 8105,97 97 32,0 1,10455,0,1564767159.305,Fri Aug 02 2019 12:32:39 GMT-0500 (Central Daylight Time),0
A,1237955093683,train,1,[1 0 0],1 2 5,3,431 1272 2424,98 98 32,0 1,4127,0,1564767165.529,Fri Aug 02 2019 12:32:45 GMT-0500 (Central Daylight Time),0
A,1237955093683,train,1,[0 0 1],1 3 8,3,430 1523 2278,99 99 32,0 1,4231,9,1564767171.929,Fri Aug 02 2019 12:32:51 GMT-0500 (Central Daylight Time),0
A,1237955093683,train,1,[1 0 0],1 2 6,3,2664 1280 2232,98 97 32,0 1,6176,-10,1564767178.794,Fri Aug 02 2019 12:32:58 GMT-0500 (Central Daylight Time),0
A,1237955093683,train,1,[1 0 0],1 3 8,3,1416 1888 1657 2952,39 99 99 32,1 2,7913,-10,1564767193.673,Fri Aug 02 2019 12:33:13 GMT-0500 (Central Daylight Time),0
A,1237955093683,train,1,[0 0 1],1 3 8,3,513 1295 2376,99 99 32,0 1,4184,9,1564767198.481,Fri Aug 02 2019 12:33:18 GMT-0500 (Central Daylight Time),0
A,1237955093683,train,1,[0 0 1],1 3 8,3,391 1386 2102,99 99 32,0 1,3879,9,1564767203.993,Fri Aug 02 2019 12:33:23 GMT-0500 (Central Daylight Time),0
A,1237955093683,train,1,[1 0 0],1 4 11,3,1120 2800 1951,97 98 32,0 1,5871,0,1564767212.921,Fri Aug 02 2019 12:33:32 GMT-0500 (Central Daylight Time),0
A,1237955093683,train,1,[0 0 1],1 3 8,3,312 1296 2200,99 99 32,0 1,3808,9,1564767218.026,Fri Aug 02 2019 12:33:38 GMT-0500 (Central Daylight Time),0
A,1237955093683,train,1,[0 0 1],1 3 8,3,400 1288 1991,99 99 32,0 1,3679,9,1564767222.705,Fri Aug 02 2019 12:33:42 GMT-0500 (Central Daylight Time),0
