group, subj_id, stage, start, goal, path, length, RTs, keys, valid_keys, RT_tot, reward, timestamp, datetime, check_fails
A,1897265526242,train,1,[1 -1 0],1 4 12,3,2604 1352 1457 280 4750 3685,50 32 32 32 50 32,0 4,14128,-100,1566153042.907,Mon Aug 19 2019 02:30:42 GMT+0800 (Central Indonesia Time),1
A,1897265526242,train,1,[1 -1 0],1 3 9,3,395 1553 1061,49 49 32,0 1,3009,0,1566153047.649,Mon Aug 19 2019 02:30:47 GMT+0800 (Central Indonesia Time),1
A,1897265526242,train,1,[-1 1 0],1 4 12,3,393 1136 1150 441,50 50 50 32,0 1,3120,100,1566153052.329,Mon Aug 19 2019 02:30:52 GMT+0800 (Central Indonesia Time),1
A,1897265526242,train,1,[1 -2 0],1 4 12,3,324 1057 1286,50 50 32,0 1,2667,-200,1566153055.804,Mon Aug 19 2019 02:30:55 GMT+0800 (Central Indonesia Time),1
A,1897265526242,train,1,[1 -2 0],1 3 9,3,416 1055 319 1114 1505,49 32 49 49 32,0 2,4409,-100,1566153061.25,Mon Aug 19 2019 02:31:01 GMT+0800 (Central Indonesia Time),1
A,1897265526242,train,1,[-1 1 0],1 3 9,3,3796 2081 349 2622,49 32 49 32,0 2,8848,0,1566153071.048,Mon Aug 19 2019 02:31:11 GMT+0800 (Central Indonesia Time),1
A,1897265526242,train,1,[-1 1 0],1 4 12,3,1927 1074 310 1111 399,50 32 50 50 32,0 2,4821,100,1566153077.191,Mon Aug 19 2019 02:31:17 GMT+0800 (Central Indonesia Time),1
A,1897265526242,train,1,[1 -2 0],1 4 12,3,364 1222 1849 366,50 50 51 32,0 1,3801,-200,1566153082.353,Mon Aug 19 2019 02:31:22 GMT+0800 (Central Indonesia Time),1
A,1897265526242,train,1,[1 -1 0],1 2 6,3,340 1289 1006,51 51 32,0 1,2635,100,1566153085.673,Mon Aug 19 2019 02:31:25 GMT+0800 (Central Indonesia Time),1
A,1897265526242,train,1,[-2 1 0],1 2 6,3,627 1334 1264 537,51 51 51 32,0 1,3762,-200,1566153090.554,Mon Aug 19 2019 02:31:30 GMT+0800 (Central Indonesia Time),1
A,1897265526242,train,1,[-1 1 0],1 3 9,3,308 1244 1183 412,49 49 49 32,0 1,3147,0,1566153094.275,Mon Aug 19 2019 02:31:34 GMT+0800 (Central Indonesia Time),1
A,1897265526242,train,1,[1 -1 0],1 4 11,3,157 1057 75 1602 314,50 32 51 50 32,0 2,3205,0,1566153098.073,Mon Aug 19 2019 02:31:38 GMT+0800 (Central Indonesia Time),1
A,1897265526242,train,1,[-1 1 0],1 4 12,3,181 1006 45 1168 809,50 32 50 49 32,0 2,3209,100,1566153101.953,Mon Aug 19 2019 02:31:41 GMT+0800 (Central Indonesia Time),1
A,1897265526242,train,1,[1 -1 0],1 4 11,3,156 1092 163 1226,50 32 51 32,0 2,2637,0,1566153104.917,Mon Aug 19 2019 02:31:44 GMT+0800 (Central Indonesia Time),1
A,1897265526242,train,1,[-1 1 0],1 2 5,3,115 1191 84 1127 181,51 32 50 50 32,0 2,2698,10,1566153108.207,Mon Aug 19 2019 02:31:48 GMT+0800 (Central Indonesia Time),1
A,1897265526242,train,1,[-2 1 0],1 3 8,3,180 1170 40 1068 142,49 32 50 51 32,0 2,2600,-180,1566153111.386,Mon Aug 19 2019 02:31:51 GMT+0800 (Central Indonesia Time),1
A,1897265526242,train,1,[1 -2 0],1 4 11,3,149 1082 1082,50 51 32,0 1,2313,0,1566153114.123,Mon Aug 19 2019 02:31:54 GMT+0800 (Central Indonesia Time),1
A,1897265526242,train,1,[-2 1 0],1 4 12,3,73 1079 52 1197 55,50 32 50 49 32,0 2,2456,100,1566153116.848,Mon Aug 19 2019 02:31:56 GMT+0800 (Central Indonesia Time),1
A,1897265526242,train,1,[1 -2 0],1 4 12,3,134 1057 119 1026 311,50 32 50 49 32,0 2,2647,-200,1566153119.834,Mon Aug 19 2019 02:31:59 GMT+0800 (Central Indonesia Time),1
A,1897265526242,train,1,[-2 1 0],1 2 6,3,94 1028 1086,51 51 32,0 1,2208,-200,1566153122.355,Mon Aug 19 2019 02:32:02 GMT+0800 (Central Indonesia Time),1
A,1897265526242,train,1,[-2 1 0],1 4 12,3,85 1138 1169,50 50 32,0 1,2392,100,1566153125.026,Mon Aug 19 2019 02:32:05 GMT+0800 (Central Indonesia Time),1
A,1897265526242,train,1,[1 -2 0],1 3 9,3,175 1165 1117,49 49 32,0 1,2457,-100,1566153127.946,Mon Aug 19 2019 02:32:07 GMT+0800 (Central Indonesia Time),1
