group, subj_id, stage, start, goal, path, length, RTs, keys, valid_keys, RT_tot, reward, timestamp, datetime, check_fails
A,1927804245769,train,1,[1 0 0],1 3 10,3,3801 1074 10363 5549,49 32 50 32,0 2,20787,9,1564767300.624,Fri Aug 02 2019 13:35:00 GMT-0400 (Eastern Daylight Time),0
A,1927804245769,train,1,[1 0 0],1 3 9,3,3062 5350 475 1300 5526,49 32 51 50 32,0 2,15713,8,1564767317.425,Fri Aug 02 2019 13:35:17 GMT-0400 (Eastern Daylight Time),0
A,1927804245769,train,1,[1 0 0],1 4 13,3,3350 1187 763 375 2926 1224,51 32 32 32 49 32,0 4,9825,0,1564767328.674,Fri Aug 02 2019 13:35:28 GMT-0400 (Eastern Daylight Time),0
A,1927804245769,train,1,[0 1 0],1 4 11,3,2425 3713 3814,51 50 32,0 1,9952,0,1564767339.913,Fri Aug 02 2019 13:35:39 GMT-0400 (Eastern Daylight Time),0
A,1927804245769,train,1,[0 1 0],1 3 8,3,1713 2831 6707,49 49 32,0 1,11251,9,1564767353.212,Fri Aug 02 2019 13:35:53 GMT-0400 (Eastern Daylight Time),0
A,1927804245769,train,1,[0 1 0],1 2 7,3,2312 1287 2038 2050 5126,50 32 32 50 32,0 3,12813,-1,1564767367.45,Fri Aug 02 2019 13:36:07 GMT-0400 (Eastern Daylight Time),0
A,1927804245769,train,1,[1 0 0],1 3 9,3,837 3625 6201,49 51 32,0 1,10663,8,1564767379.425,Fri Aug 02 2019 13:36:19 GMT-0400 (Eastern Daylight Time),0
